ASASSN_id,distance,distance_low,distance_high,g_mag,Gaia_name,G_mag,G_mag_err,abs_mag_G,abs_mag_G_low,abs_mag_G_high,ext_correct_G,ext_correct_G_low,ext_correct_G_high,BP_RP,BP_RP_err,BP_RP_0,BP_RP_0_err,J_mag,J_mag_err,K_mag,K_mag_err,abs_mag_J,abs_mag_J_low,abs_mag_J_high,ext_correct_J,ext_correct_J_low,ext_correct_J_high,ext_correct_K,ext_correct_K_low,ext_correct_K_high,FinalType,ML_classifier_type,visual_classification_type,VSX_type,VSX_RA,VSX_Dec,VSX_name
661428128598,7708,5699,9867,16.150,Gaia DR3 6029653425205760512,16.432,0.014,+0.950,+1.684,+0.406,1.047,0.474,1.055,+1.031,0.051,+0.519,0.065,14.861,0.090,14.640,0.125,+0.113,+0.793,-0.425,0.313,0.289,0.315,0.134,0.124,0.135,RRAB,RRL_ab,NA,RRAB,254.86687,-29.52108,BO Oph
661427634695,3117,2959,3276,14.096,Gaia DR3 5917574711761838336,13.906,0.011,+0.976,+1.089,+0.868,0.461,0.225,0.461,+0.909,0.044,+0.684,0.044,12.597,0.020,12.253,0.025,-0.010,+0.103,-0.118,0.138,0.138,0.138,0.059,0.059,0.059,RRAB,RRL_ab,NA,RRAB,254.88979,-55.46761,V0430 Ara
661428515394,6375,5094,7980,16.174,Gaia DR3 4113860589721940992,16.221,0.017,+1.133,+1.620,+0.645,1.066,0.521,1.066,+1.117,0.074,+0.596,0.074,14.878,0.048,14.289,0.086,+0.538,+1.025,+0.050,0.318,0.318,0.318,0.136,0.136,0.136,RRAB,RRL_ab,NA,RRAB,254.89283,-23.09943,ASASSN-V J165934.26-230558.0
661427994656,99999,99999,99999,15.853,Gaia DR3 6029230873457843584,20.750,0.014,+9.999,+9.999,+9.999,0.914,0.447,0.914,+0.000,9.999,-0.447,9.999,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.273,0.273,0.273,0.117,0.117,0.117,DSCT,DSCT,DSCT,RRC,254.89299,-30.92269,ASASSN-V J165934.32-305521.7
661427634733,5141,4456,6271,14.767,Gaia DR3 5917574814841059968,15.646,0.006,+1.630,+1.940,+1.198,0.461,0.225,0.461,+0.707,0.026,+0.482,0.026,14.700,0.032,14.411,0.089,+1.007,+1.317,+0.575,0.138,0.138,0.138,0.059,0.059,0.059,NEED,DSCT,need,RR:,254.89354,-55.45969,V0431 Ara
317827924180,9237,7486,11796,15.567,Gaia DR3 4381793019124199808,15.256,0.008,+0.040,+0.497,-0.491,0.388,0.189,0.388,+0.792,0.034,+0.603,0.034,14.035,0.033,13.783,0.057,-0.909,-0.452,-1.440,0.116,0.116,0.116,0.050,0.050,0.050,RRAB,RRL_ab,NA,RRAB,254.89611,+0.99587,CSS_J165935.0+005945
455267454452,2861,2732,3013,13.597,Gaia DR3 4112145042366226048,13.540,0.007,+0.687,+0.788,+0.575,0.570,0.279,0.570,+0.651,0.030,+0.372,0.030,12.587,0.024,12.346,0.027,+0.134,+0.235,+0.022,0.170,0.170,0.170,0.073,0.073,0.073,RRC,RRL_c,NA,RRC,254.90062,-26.07872,EK Oph
661428294845,7379,5743,9463,15.621,Gaia DR3 6033198117569759232,15.523,0.012,+0.628,+1.172,+0.088,0.555,0.271,0.555,+0.902,0.051,+0.631,0.051,14.030,0.033,13.743,0.059,-0.476,+0.068,-1.016,0.166,0.166,0.166,0.071,0.071,0.071,RRAB,RRL_ab,NA,RRAB,254.90767,-27.82267,ASASSN-V J165937.80-274922.1
532577005911,10334,8540,12582,15.730,Gaia DR3 4113860314844022016,15.449,0.018,-0.688,-0.274,-1.116,1.066,0.521,1.066,+1.069,0.069,+0.548,0.069,13.640,0.032,13.206,0.042,-1.749,-1.335,-2.177,0.318,0.318,0.318,0.136,0.136,0.136,RRAB,RRL_ab,NA,RRAB,254.91057,-23.11605,ASASSN-V J165938.53-230657.8
661427578523,8138,6511,10116,15.338,Gaia DR3 5818128317408269568,15.595,0.014,+0.553,+1.038,+0.081,0.489,0.239,0.489,+0.746,0.064,+0.507,0.064,14.413,0.026,14.099,0.052,-0.286,+0.199,-0.758,0.146,0.146,0.146,0.063,0.063,0.063,RRAB,RRL_ab,NA,RRAB,254.91521,-62.86767,V0423 Ara
360777262150,5060,4471,5809,15.394,Gaia DR3 4447932526184540160,15.053,0.014,+1.387,+1.656,+1.087,0.145,0.071,0.145,+0.666,0.057,+0.595,0.057,14.142,0.029,13.752,0.045,+0.578,+0.847,+0.278,0.043,0.043,0.043,0.019,0.019,0.019,RRAB,RRL_ab,NA,RRAB,254.91737,+11.54136,CSS_J165940.1+113229
661428613509,4957,4171,5895,15.874,Gaia DR3 4139190073428669184,15.506,0.018,+0.746,+1.121,+0.370,1.284,0.627,1.284,+1.139,0.082,+0.512,0.082,14.171,0.032,13.676,0.050,+0.312,+0.687,-0.064,0.383,0.383,0.383,0.164,0.164,0.164,RRAB,RRL_ab,NA,RRAB/BL,254.92254,-15.54286,UCAC4 373-080978
661427553441,6651,5635,8357,15.569,Gaia DR3 5814611529467802112,16.064,0.009,+1.637,+1.997,+1.141,0.313,0.153,0.313,+0.793,0.039,+0.640,0.039,15.071,0.043,14.737,0.107,+0.864,+1.224,+0.368,0.093,0.093,0.093,0.040,0.040,0.040,RRAB,RRL_ab,NA,RRAB,254.92255,-67.32012,ASASSN-V J165941.42-671912.7
661428277323,5441,4650,6142,14.539,Gaia DR3 6033177089444030080,15.070,0.011,+0.876,+1.217,+0.612,0.516,0.252,0.516,+0.919,0.047,+0.667,0.047,13.555,0.038,13.213,0.048,-0.277,+0.064,-0.541,0.154,0.154,0.154,0.066,0.066,0.066,RRAB,RRL_ab,NA,RRAB,254.92829,-28.05142,ASASSN-V J165942.79-280305.1
661428160014,99999,99999,99999,16.276,Gaia DR3 XXXXXXXXXXXXXXXXXXX,99.999,9.999,+9.999,+9.999,+9.999,0.789,0.386,0.789,+0.000,9.999,-0.386,9.999,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.236,0.236,0.236,0.101,0.101,0.101,RRAB,RRL_ab,NA,RR,254.92929,-29.25603,NZ Oph
146029146010,4619,4324,4898,14.424,Gaia DR3 1309907923691663616,14.198,0.006,+0.802,+0.946,+0.675,0.073,0.036,0.073,+0.660,0.024,+0.624,0.024,13.202,0.024,12.921,0.031,-0.143,+0.001,-0.270,0.022,0.022,0.022,0.009,0.009,0.009,RRAB,RRL_ab,NA,RRAB,254.93280,+30.82644,LINEAR 19763802
395137839651,6016,5086,7222,16.098,Gaia DR3 4140152455336790784,15.427,0.021,+0.319,+0.684,-0.077,1.211,0.592,1.211,+1.108,0.099,+0.516,0.099,13.881,0.029,13.318,0.037,-0.377,-0.012,-0.773,0.361,0.361,0.361,0.155,0.155,0.155,RRAB,RRL_ab,NA,RRAB,254.94496,-14.53937,ASASSN-V J165946.79-143221.7
661428398085,99999,99999,99999,14.595,Gaia DR3 XXXXXXXXXXXXXXXXXXX,99.999,9.999,+9.999,+9.999,+9.999,0.570,0.279,0.570,+0.000,9.999,-0.279,9.999,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.170,0.170,0.170,0.073,0.073,0.073,RRAB,RRL_ab,NA,RRAB,254.94613,-26.24404,ASASSN-V J165947.07-261438.6
618476317257,6008,5069,7488,15.147,Gaia DR3 5914618434211490304,15.111,0.008,+0.565,+0.934,+0.087,0.652,0.319,0.652,+0.919,0.033,+0.600,0.033,13.745,0.037,13.442,0.048,-0.344,+0.025,-0.822,0.195,0.195,0.195,0.083,0.083,0.083,RRAB,RRL_ab,NA,RRAB,254.94796,-60.11983,V0428 Ara
661428218614,7903,6259,9975,15.644,Gaia DR3 6030122268220621568,16.266,0.015,+1.160,+1.666,+0.654,0.617,0.302,0.617,+0.939,0.063,+0.637,0.063,15.373,0.049,15.027,0.123,+0.700,+1.206,+0.194,0.184,0.184,0.184,0.079,0.079,0.079,RRAB,RRL_ab,NA,RRAB,254.95190,-28.68523,ASASSN-V J165948.47-284106.7
661428559708,10940,8616,13487,15.500,Gaia DR3 4126128562502392704,15.809,0.017,-0.088,+0.430,-0.543,0.702,0.343,0.702,+0.898,0.078,+0.555,0.078,14.539,0.033,14.100,0.064,-0.866,-0.348,-1.321,0.210,0.210,0.210,0.090,0.090,0.090,RRAB,RRL_ab,NA,RRAB,254.95685,-21.76688,ASASSN-V J165949.64-214600.8
661428459258,4716,4049,5581,14.949,Gaia DR3 4113137931379743488,15.051,0.007,+9.999,+9.999,+9.999,0.781,0.237,0.799,+0.803,0.028,+0.421,0.157,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.233,0.145,0.239,0.100,0.062,0.102,RRC,RRL_c,NA,RRC,254.95796,-24.61960,PS1-3PI J165949.91-243710.5
592706441082,5541,4905,6286,15.101,Gaia DR3 5814284630915586176,14.863,0.008,+0.900,+1.165,+0.626,0.245,0.120,0.245,+0.638,0.033,+0.518,0.033,13.929,0.029,13.643,0.049,+0.138,+0.403,-0.136,0.073,0.073,0.073,0.031,0.031,0.031,RRAB,RRL_ab,NA,RRAB,254.95869,-68.13858,ASASSN-V J165950.06-680818.8
352187757774,2361,2263,2484,14.305,Gaia DR3 6029462801786485760,13.426,0.003,+0.647,+0.739,+0.536,0.914,0.447,0.914,+1.605,0.005,+1.158,0.005,11.352,0.021,10.568,0.019,-0.786,-0.694,-0.897,0.273,0.273,0.273,0.117,0.117,0.117,RR(B),RRL_d,NA,RR,254.96254,-29.66928,OP Oph
661428378188,7085,5818,8362,13.916,Gaia DR3 6033605314853348736,15.245,0.012,+0.610,+1.038,+0.250,0.383,0.187,0.383,+0.802,0.050,+0.615,0.050,14.404,0.052,14.021,0.059,+0.038,+0.466,-0.322,0.114,0.114,0.114,0.049,0.049,0.049,RRAB,RRL_ab,NA,RRAB,254.96328,-26.66832,ASASSN-V J165951.19-264006.0
292058159368,8950,7162,11122,15.126,Gaia DR3 4112153666661888512,14.913,0.011,-0.565,-0.081,-1.037,0.719,0.351,0.719,+0.895,0.048,+0.544,0.048,13.612,0.029,13.200,0.039,-1.362,-0.878,-1.834,0.215,0.215,0.215,0.092,0.092,0.092,RRAB,RRL_ab,NA,RRAB,254.96442,-25.87386,EM Oph
661427578961,6606,5226,8927,15.311,Gaia DR3 5818130378992607104,15.845,0.014,+1.256,+1.765,+0.602,0.489,0.239,0.489,+0.724,0.059,+0.485,0.059,14.617,0.048,14.481,0.078,+0.371,+0.880,-0.283,0.146,0.146,0.146,0.063,0.063,0.063,RRAB,NonVar,RRAB,RRAB,254.96600,-62.80278,V0424 Ara
661428450119,5172,4148,6638,16.210,Gaia DR3 4113076805404601984,15.858,0.012,+1.442,+2.139,+0.900,0.848,0.308,0.848,+1.123,0.049,+0.709,0.117,14.465,0.035,13.976,0.055,+0.644,+1.188,+0.102,0.253,0.188,0.253,0.108,0.081,0.108,RRAB,RRL_ab,NA,RRAB,254.96865,-24.93228,ASASSN-V J165952.47-245556.2
541166925097,4311,3937,4954,14.878,Gaia DR3 5917560486829385856,14.552,0.007,+0.918,+1.115,+0.616,0.461,0.225,0.461,+0.670,0.032,+0.445,0.032,13.692,0.030,13.337,0.044,+0.381,+0.578,+0.079,0.138,0.138,0.138,0.059,0.059,0.059,RRC,RRL_c,NA,RRC,254.98846,-55.60086,V0714 Ara
257699061932,6991,5325,8907,16.242,Gaia DR3 4339947496356983168,16.054,0.011,+0.571,+1.162,+0.045,1.260,0.616,1.260,+1.254,0.049,+0.638,0.049,14.471,0.047,13.916,0.070,-0.128,+0.463,-0.654,0.376,0.376,0.376,0.161,0.161,0.161,RRAB,RRL_ab,NA,RRAB,254.98884,-7.41601,ASASSN-V J165957.32-072457.6
661428750115,6288,5448,7790,15.720,Gaia DR3 4448341956827512704,15.550,0.008,+1.387,+1.699,+0.922,0.170,0.083,0.170,+0.528,0.035,+0.445,0.035,14.818,0.038,14.754,0.096,+0.774,+1.086,+0.309,0.051,0.051,0.051,0.022,0.022,0.022,RR(B),RRL_d,NA,RRD,254.99821,+12.73150,CSS_J165959.5+124353
455267199328,5090,4444,5962,14.943,Gaia DR3 4561065916132992768,14.680,0.013,+0.928,+1.223,+0.585,0.218,0.107,0.218,+0.681,0.055,+0.574,0.055,13.999,0.028,13.559,0.038,+0.400,+0.695,+0.057,0.065,0.065,0.065,0.028,0.028,0.028,RRAB,RRL_ab,NA,RRAB,255.00454,+18.76671,CSS_J170001.0+184600
661428197206,5360,4526,6344,15.122,Gaia DR3 6030063753571601792,15.223,0.013,+0.905,+1.272,+0.539,0.672,0.328,0.672,+0.841,0.053,+0.513,0.053,14.250,0.024,13.767,0.044,+0.403,+0.770,+0.037,0.201,0.201,0.201,0.086,0.086,0.086,RRAB,RRL_ab,NA,RR,255.01821,-28.90958,OT Oph
360777675067,1708,1669,1753,12.721,Gaia DR3 4129607172459650560,12.369,0.009,+0.432,+0.482,+0.375,0.775,0.379,0.775,+0.763,0.038,+0.384,0.038,11.384,0.026,10.991,0.027,-0.009,+0.041,-0.066,0.231,0.231,0.231,0.099,0.099,0.099,RRC,RRL_c,NA,RRC,255.02979,-18.08228,V2863 Oph
171799496137,4036,3730,4286,14.274,Gaia DR3 4441164757238770048,13.863,0.014,+0.518,+0.689,+0.388,0.315,0.154,0.315,+0.695,0.062,+0.541,0.062,12.732,0.023,12.550,0.026,-0.392,-0.221,-0.522,0.094,0.094,0.094,0.040,0.040,0.040,RRAB,RRL_ab,NA,RRAB,255.03258,+6.68969,V2591 Oph
274877906986,3477,3235,3725,14.659,Gaia DR3 4378534960012869504,14.340,0.006,+1.028,+1.185,+0.878,0.606,0.296,0.606,+0.780,0.025,+0.484,0.025,13.293,0.026,12.944,0.035,+0.406,+0.563,+0.256,0.181,0.181,0.181,0.077,0.077,0.077,RRC,RRL_c,NA,RRC,255.03705,-1.74898,CSS_J170008.8-014456
661427868680,4266,3682,4986,16.592,Gaia DR3 6026425263448657536,15.633,0.015,+0.795,+1.168,+0.456,1.688,0.799,1.688,+1.393,0.067,+0.568,0.072,13.743,0.030,13.217,0.030,+0.089,+0.425,-0.250,0.504,0.488,0.504,0.216,0.209,0.216,RRAB,RRL_ab,NA,RRAB,255.04136,-33.53718,ASASSN-V J170009.99-333214.2
446677439916,1879,1763,2032,15.842,Gaia DR3 4336069003448595200,14.989,0.007,+1.681,+1.820,+1.511,1.938,0.947,1.938,+1.435,0.026,+0.488,0.026,13.056,0.024,12.476,0.023,+1.108,+1.247,+0.938,0.578,0.578,0.578,0.248,0.248,0.248,RRC,RRL_c,NA,RRC,255.04678,-9.47511,PS1-3PI J170011.22-092830.3
352188139973,6280,5398,7234,15.347,Gaia DR3 4444852175639921280,15.326,0.006,+1.094,+1.423,+0.787,0.242,0.118,0.242,+0.614,0.029,+0.496,0.029,14.406,0.029,14.208,0.066,+0.344,+0.673,+0.037,0.072,0.072,0.072,0.031,0.031,0.031,RRC,RRL_c,NA,RRC,255.05776,+10.73564,CSS_J170013.8+104408
489627164430,99999,99999,99999,16.039,Gaia DR3 XXXXXXXXXXXXXXXXXXX,99.999,9.999,+9.999,+9.999,+9.999,0.969,0.473,0.969,+0.000,9.999,-0.473,9.999,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.289,0.289,0.289,0.124,0.124,0.124,RRC,RRL_c,NA,RRC,255.06142,-1.02189,CSS_J170014.7-010118
661427890575,7597,6149,9361,16.385,Gaia DR3 6026544590439986944,15.649,0.014,-0.184,+0.275,-0.638,1.430,0.699,1.430,+1.129,0.060,+0.430,0.060,13.928,0.049,13.657,0.069,-0.902,-0.443,-1.356,0.427,0.427,0.427,0.183,0.183,0.183,RRAB,RRL_ab,NA,RRAB,255.06830,-33.09770,ASASSN-V J170016.39-330551.7
661427612622,863,735,1142,15.574,Gaia DR3 5915051774926475392,15.444,0.010,+5.389,+5.786,+4.702,0.375,0.160,0.454,+0.846,0.038,+0.663,0.073,14.370,0.033,13.991,0.068,+4.578,+4.941,+3.947,0.112,0.098,0.135,0.048,0.042,0.058,RRAB,RRL_ab,NA,RRAB,255.07633,-59.16786,V0434 Ara
661428071813,1498,1438,1549,14.909,Gaia DR3 6029417481281884800,14.468,0.007,+2.410,+2.509,+2.337,1.180,0.572,1.181,+1.031,0.026,+0.454,0.026,12.970,0.021,12.600,0.023,+1.740,+1.832,+1.667,0.352,0.349,0.353,0.151,0.150,0.151,EW,EB_EC,EW,RR,255.08229,-30.00811,OV Oph
661428003549,2406,2223,2602,15.209,Gaia DR3 6029238222128364544,15.059,0.006,+1.928,+2.136,+1.719,1.225,0.581,1.263,+1.050,0.025,+0.452,0.044,13.713,0.039,13.407,0.053,+1.441,+1.623,+1.259,0.366,0.355,0.377,0.157,0.152,0.162,EW,EB_EC,EW,RR,255.08379,-30.80675,IO Sco
352187390889,5229,4421,6381,15.833,Gaia DR3 4366089141221327232,15.529,0.006,+1.113,+1.477,+0.681,0.824,0.402,0.824,+0.790,0.025,+0.388,0.025,14.399,0.030,14.025,0.060,+0.561,+0.925,+0.129,0.246,0.246,0.246,0.105,0.105,0.105,RRC,RRL_e,NA,RRC,255.08517,-3.19231,CSS_J170020.4-031132
661428680766,5417,4586,6394,15.862,Gaia DR3 4378288909926262656,15.639,0.008,+1.268,+1.630,+0.908,0.702,0.343,0.702,+0.944,0.036,+0.601,0.036,14.415,0.029,14.041,0.060,+0.536,+0.898,+0.176,0.210,0.210,0.210,0.090,0.090,0.090,RRAB,RRL_ab,NA,RRAB,255.08945,-2.33619,CSS_J170021.4-022010
103079910361,10737,8755,13993,15.793,Gaia DR3 1351804539390016640,15.694,0.011,+0.492,+0.935,-0.084,0.048,0.024,0.048,+0.612,0.048,+0.588,0.048,15.096,0.044,14.726,0.095,-0.072,+0.371,-0.648,0.014,0.014,0.014,0.006,0.006,0.006,RRAB,RRL_ab,NA,RRAB/BL,255.09830,+38.27743,V0867 Her
386547698113,2838,2714,2958,13.400,Gaia DR3 4545478483381558784,13.216,0.008,+0.612,+0.709,+0.522,0.339,0.166,0.339,+0.677,0.032,+0.511,0.032,12.297,0.021,12.050,0.023,-0.069,+0.028,-0.159,0.101,0.101,0.101,0.043,0.043,0.043,RRC,RRL_c,NA,RRC,255.09850,+14.39175,ROTSE1 J170023.90+142327.0
661428582093,3280,2930,3767,14.499,Gaia DR3 4127954645155155712,15.071,0.020,+1.741,+1.986,+1.440,0.751,0.367,0.751,+0.953,0.086,+0.586,0.086,14.093,0.029,13.679,0.051,+1.290,+1.535,+0.989,0.224,0.224,0.224,0.096,0.096,0.096,RRAB,RRL_ab,NA,RRAB,255.09942,-20.49519,ASASSN-V J170023.86-202942.7
34360178396,3253,3075,3435,13.255,Gaia DR3 1709602321900710528,12.875,0.014,+0.048,+0.170,-0.071,0.266,0.130,0.266,+0.692,0.059,+0.562,0.059,11.902,0.021,11.583,0.025,-0.739,-0.617,-0.858,0.080,0.080,0.080,0.034,0.034,0.034,RRAB,RRL_ab,NA,RRAB,255.10212,+80.61078,AF UMi
188978740691,6341,5467,7552,15.246,Gaia DR3 4392986356732969472,15.030,0.008,+0.631,+0.953,+0.252,0.388,0.189,0.388,+0.507,0.030,+0.318,0.030,14.443,0.034,14.177,0.071,+0.316,+0.638,-0.063,0.116,0.116,0.116,0.050,0.050,0.050,RRC,RRL_e,NA,RRC,255.10342,+5.56706,CSS_J170024.8+053401
661428188203,10370,8591,12113,15.486,Gaia DR3 6030059316800157440,15.743,0.010,-0.008,+0.401,-0.345,0.672,0.328,0.672,+0.921,0.044,+0.593,0.044,14.520,0.035,14.160,0.062,-0.760,-0.351,-1.097,0.201,0.201,0.201,0.086,0.086,0.086,RRAB,RRL_ab,NA,RRAB,255.10514,-29.00520,ASASSN-V J170025.23-290018.7
146029671608,10116,8139,12108,15.904,Gaia DR3 1339570548385963264,15.833,0.007,+0.735,+1.207,+0.345,0.073,0.036,0.073,+0.614,0.032,+0.578,0.032,15.041,0.039,14.772,0.095,-0.006,+0.466,-0.396,0.022,0.022,0.022,0.009,0.009,0.009,RRAB,RRL_ab,NA,RRAB,255.11286,+36.93755,NSV 8114
661428207016,1762,1710,1826,14.167,Gaia DR3 6030070522441842944,13.993,0.003,+2.091,+2.156,+2.013,0.672,0.328,0.672,+0.749,0.008,+0.421,0.008,12.925,0.024,12.694,0.024,+1.494,+1.559,+1.416,0.201,0.201,0.201,0.086,0.086,0.086,RRC,EB_ED,RRC,RRC,255.11972,-28.80513,ASASSN-V J170028.73-284818.5
575526709397,299,247,367,14.355,Gaia DR3 5818243353817223424,13.914,0.005,+6.394,+6.834,+5.916,0.142,0.057,0.175,+1.261,0.008,+1.191,0.029,12.090,0.024,11.488,0.025,+4.670,+5.092,+4.215,0.042,0.035,0.052,0.018,0.015,0.022,RRC,NonVar,RRC,RRC,255.12296,-62.30318,ASASSN-V J170029.51-621811.4
661427716913,2714,1954,3833,15.704,Gaia DR3 5966395536258497152,18.668,0.003,+9.999,+9.999,+9.999,3.222,0.985,5.617,+2.015,0.062,+0.440,1.761,99.999,9.999,99.999,9.999,+9.999,+9.999,+9.999,0.962,0.602,1.677,0.412,0.258,0.719,RRC,EB_EC,RRC,RRC,255.12948,-41.62811,ASASSN-V J170031.07-413741.2
146030263399,10320,8530,12820,15.472,Gaia DR3 1338856003267059840,15.382,0.007,+0.314,+0.727,-0.157,0.000,0.000,0.000,+0.513,0.028,+0.513,0.028,14.561,0.038,14.537,0.119,-0.507,-0.094,-0.978,0.000,0.000,0.000,0.000,0.000,0.000,RRC,RRL_c,NA,RRC,255.13280,+35.28959,LINEAR 19813857
661428630288,3064,2900,3252,13.913,Gaia DR3 4333191409721607680,14.031,0.010,+0.655,+0.774,+0.525,0.945,0.462,0.945,+1.161,0.033,+0.699,0.033,12.431,0.025,11.984,0.028,-0.282,-0.163,-0.412,0.282,0.282,0.282,0.121,0.121,0.121,RRAB,RRL_ab,NA,RRAB,255.13315,-12.26182,PS1-3PI J170031.95-121542.5
661428231297,3421,2908,4236,16.126,Gaia DR3 6030124913920840960,15.696,0.012,+2.345,+2.698,+1.881,0.680,0.332,0.680,+0.882,0.053,+0.550,0.053,14.273,0.026,14.063,0.052,+1.399,+1.752,+0.935,0.203,0.203,0.203,0.087,0.087,0.087,RRAB,RRL_ab,NA,RRAB,255.13429,-28.54847,OX Oph
661428563190,5249,4547,6110,14.993,Gaia DR3 4126137358595674624,15.051,0.008,+0.773,+1.084,+0.443,0.678,0.331,0.678,+0.808,0.034,+0.477,0.034,13.978,0.060,13.570,0.077,+0.176,+0.487,-0.154,0.202,0.202,0.202,0.087,0.087,0.087,RRC,RRL_c,NA,RRC,255.13700,-21.61016,ASASSN-V J170032.88-213636.6
154619833514,7317,4739,14827,15.208,Gaia DR3 5802048406520718720,15.109,0.007,+0.549,+1.493,-0.984,0.238,0.116,0.238,+0.511,0.029,+0.395,0.029,14.310,0.033,14.106,0.067,-0.083,+0.861,-1.616,0.071,0.071,0.071,0.030,0.030,0.030,RRC,RRL_c,NA,RRC,255.14667,-75.93503,KK Aps
292059104804,5958,4674,7802,16.385,Gaia DR3 4333276484433847936,16.032,0.018,+1.405,+1.933,+0.820,0.751,0.367,0.751,+0.912,0.081,+0.545,0.081,15.058,0.042,14.477,0.092,+0.958,+1.486,+0.373,0.224,0.224,0.224,0.096,0.096,0.096,RRAB,RRL_ab,NA,RRAB,255.14679,-11.92990,ASASSN-V J170035.23-115547.5
661428212232,4371,3854,5052,15.071,Gaia DR3 6030071278356183936,15.036,0.008,+1.130,+1.403,+0.816,0.703,0.344,0.703,+0.915,0.034,+0.571,0.034,13.729,0.032,13.375,0.046,+0.316,+0.589,+0.002,0.210,0.210,0.210,0.090,0.090,0.090,RRAB,RRL_ab,NA,RRAB,255.14929,-28.75106,OY Oph
627065497024,6652,5258,8381,16.221,Gaia DR3 4126082760969773696,15.789,0.014,+0.996,+1.507,+0.495,0.678,0.331,0.678,+0.914,0.061,+0.583,0.061,14.413,0.048,14.209,0.067,+0.096,+0.607,-0.405,0.202,0.202,0.202,0.087,0.087,0.087,RRAB,RRL_ab,NA,RR:,255.15333,-22.04508,V1200 Oph
661428065294,3356,2970,3790,15.340,Gaia DR3 6029416141251872896,15.692,0.012,+1.875,+2.140,+1.611,1.188,0.580,1.188,+1.201,0.044,+0.621,0.044,14.176,0.044,13.663,0.057,+1.192,+1.457,+0.928,0.355,0.355,0.355,0.152,0.152,0.152,RRAB,RRL_ab,NA,RRAB,255.15812,-30.07100,V3777 Oph
661427618721,7803,5971,10443,16.402,Gaia DR3 5915382624843820672,16.544,0.012,+1.575,+2.156,+0.942,0.508,0.248,0.508,+0.903,0.050,+0.655,0.050,15.734,0.087,15.006,0.169,+1.121,+1.702,+0.488,0.152,0.152,0.152,0.065,0.065,0.065,RRAB,RRL_ab,NA,RRAB,255.15946,-58.25744,V0435 Ara
661428385720,5498,4679,6432,14.800,Gaia DR3 4112069382217120256,15.257,0.008,+0.978,+1.328,+0.637,0.578,0.283,0.578,+0.619,0.035,+0.336,0.035,14.262,0.029,14.031,0.049,+0.388,+0.738,+0.047,0.173,0.173,0.173,0.074,0.074,0.074,RRC,RRL_c,NA,RRC,255.16111,-26.52400,PS1-3PI J170038.66-263126.4
317827737242,3639,3334,4010,14.650,Gaia DR3 4378285783190517504,14.369,0.005,+0.813,+1.003,+0.602,0.751,0.367,0.751,+0.688,0.019,+0.321,0.019,13.437,0.027,13.215,0.034,+0.408,+0.598,+0.197,0.224,0.224,0.224,0.096,0.096,0.096,RRC,RRL_e,NA,RRC,255.16950,-2.34173,CSS_J170040.6-022029
661428456539,8691,6972,11029,16.198,Gaia DR3 4113087461251558656,15.776,0.024,+0.233,+0.711,-0.285,0.848,0.414,0.848,+0.879,0.105,+0.465,0.105,14.848,0.035,14.356,0.063,-0.100,+0.378,-0.618,0.253,0.253,0.253,0.108,0.108,0.108,RRAB,RRL_ab,NA,RRAB,255.17581,-24.71977,ASASSN-V J170042.19-244311.3
257698610865,6072,5427,6862,14.772,Gaia DR3 4444909522043617280,14.461,0.008,+0.278,+0.522,+0.013,0.266,0.130,0.266,+0.732,0.036,+0.602,0.036,13.467,0.024,13.084,0.033,-0.530,-0.286,-0.795,0.080,0.080,0.080,0.034,0.034,0.034,RRAB,RRL_ab,NA,RRAB,255.17930,+11.30104,LINEAR 19598169
472446572243,5740,5019,6870,14.650,Gaia DR3 4544495726144668800,14.722,0.009,+0.661,+0.953,+0.271,0.266,0.130,0.266,+0.685,0.037,+0.555,0.037,13.802,0.024,13.451,0.036,-0.073,+0.219,-0.463,0.080,0.080,0.080,0.034,0.034,0.034,RRAB,RRL_ab,NA,RRAB,255.18056,+13.25300,CSS_J170043.3+131510
472447566885,1362,1334,1389,13.053,Gaia DR3 5936569045674365440,12.481,0.003,+1.215,+1.269,+1.164,0.595,0.287,0.603,+1.494,0.005,+1.203,0.009,10.519,0.022,9.767,0.023,-0.330,-0.282,-0.375,0.178,0.175,0.180,0.076,0.075,0.077,RRAB,RRL_ab,NA,RRAB,255.18071,-50.82706,ASAS J170043-5049.7
283468572889,6577,5431,8081,14.833,Gaia DR3 4385065097009832064,14.703,0.006,+0.298,+0.714,-0.149,0.315,0.154,0.315,+0.604,0.025,+0.450,0.025,13.813,0.032,13.576,0.054,-0.371,+0.045,-0.818,0.094,0.094,0.094,0.040,0.040,0.040,RRC,RRL_c,NA,RRC,255.19117,+2.48578,CSS_J170045.8+022908
601296020103,4960,4189,5729,15.706,Gaia DR3 6030171982381248512,14.828,0.011,+0.640,+1.006,+0.327,0.711,0.347,0.711,+0.893,0.050,+0.546,0.050,13.508,0.021,13.170,0.030,-0.181,+0.185,-0.494,0.212,0.212,0.212,0.091,0.091,0.091,RRAB,RRL_ab,NA,RRAB,255.19232,-28.16822,ASASSN-V J170046.16-281005.6
