ASASSN_id,distance,distance_low,distance_high,g_mag,Gaia_name,G_mag,G_mag_err,abs_mag_G,abs_mag_G_low,abs_mag_G_high,ext_correct_G,ext_correct_G_low,ext_correct_G_high,BP_RP,BP_RP_err,BP_RP_0,BP_RP_0_err,J_mag,J_mag_err,K_mag,K_mag_err,abs_mag_J,abs_mag_J_low,abs_mag_J_high,ext_correct_J,ext_correct_J_low,ext_correct_J_high,ext_correct_K,ext_correct_K_low,ext_correct_K_high,FinalType,ML_classifier_type,visual_classification_type,VSX_type,VSX_RA,VSX_Dec,VSX_name,J-K,J-K_err,sigma_distance,sigma_dist_term,E(B-V),A_J,E(J-K),abs_mag_J_err
343597911755,3162,2941,3385,14.798,Gaia DR3 3112834073847419776,14.569,0.01,1.27,1.44,1.097,0.799,0.384,0.824,0.699,0.04,0.308,0.044,13.428,0.024,13.246,0.037,0.6891906720190492,0.851,0.534,0.239,0.235,0.246,0.102,0.101,0.105,EW,EB_EC,EW,RRC,104.84716,-0.49207,GDS_J0659233-002931,0.18200000000000038,0.04410215414239989,222.0,0.15245631717666333,0.2626373626373626,0.23899999999999996,0.13657142857142857,0.15617342490664463
523986374500,1160,1130,1193,10.691,Gaia DR3 3052609320871896320,10.552,0.003,-0.631,-0.354,-0.898,0.861,0.313,1.067,0.225,0.01,-0.196,0.209,10.213,0.023,10.134,0.023,-0.3662899461345933,-0.243,-0.489,0.257,0.191,0.319,0.11,0.082,0.137,EW,NonVar,EW,RRC|EC|ESD,104.85275,-7.53903,ASAS J065925-0732.4,0.07899999999999885,0.03252691193458118,31.5,0.05896670767220875,0.2824175824175824,0.257,0.14685714285714285,0.06831224351241674
309238713639,1796,1753,1851,12.587,Gaia DR3 2932407033230509312,12.443,0.004,0.88,0.939,0.815,0.291,0.139,0.291,0.485,0.011,0.343,0.011,11.707,0.024,11.525,0.027,0.34846833834357205,0.403,0.283,0.087,0.085,0.087,0.037,0.036,0.037,EW,CEPH_Other,EW,DCEP-FO|RRAB|EC|ESD,105.54313,-20.66214,ASAS J070210-2039.7,0.18200000000000038,0.036124783736376884,49.0,0.05924395772065517,0.0956043956043956,0.087,0.04971428571428571,0.06450997230201527
481037414019,3553,3328,3822,15.179,Gaia DR3 5613233500938423808,14.821,0.005,1.438,1.583,1.266,0.63,0.306,0.644,0.779,0.015,0.471,0.017,13.678,0.027,13.271,0.037,0.737023962553361,0.88,0.575,0.188,0.187,0.192,0.081,0.08,0.082,EB,EB_EC,EB,RRAB,112.70397,-26.5828,GDS_J0730489-263458,0.40700000000000003,0.04580392996239514,247.0,0.1509579749931089,0.20659340659340658,0.188,0.10742857142857143,0.1545016188071183
506806729616,3422,3231,3648,14.853,Gaia DR3 5611691745119115648,14.59,0.004,1.289,1.413,1.15,0.63,0.308,0.63,0.863,0.016,0.555,0.016,13.411,0.026,13.065,0.024,0.55159997397459,0.676,0.413,0.188,0.188,0.188,0.081,0.081,0.081,EW,EB_ESD,EW,RRC,113.65492,-28.39184,PS1-3PI J073437.18-282330.6,0.3460000000000001,0.03538361202590826,208.5,0.13230625288841028,0.20659340659340658,0.188,0.10742857142857143,0.13614104654134246
266288357026,1369,1349,1388,12.768,Gaia DR3 5598494856808819200,12.664,0.007,1.511,1.549,1.475,0.471,0.227,0.477,0.595,0.027,0.365,0.028,11.662,0.022,11.404,0.019,0.838982759330051,0.873,0.808,0.141,0.139,0.142,0.06,0.06,0.061,EW,EB_ED,EW,EC|RRC|ESD,114.93579,-30.58361,ASAS J073944-3035.0,0.2580000000000009,0.029068883707497266,19.5,0.030930395898880237,0.15494505494505492,0.141,0.08057142857142856,0.04049073215516691
377958233929,2664,2469,2856,12.842,Gaia DR3 5717322754909852288,12.907,0.008,0.561,0.75,0.404,0.218,0.095,0.224,0.224,0.028,0.117,0.031,12.498,0.033,12.429,0.034,0.30532889750868314,0.477,0.152,0.065,0.058,0.067,0.028,0.025,0.029,EW,EB_EC,EW,EC|RRC,118.24171,-19.32286,ASAS J075258-1919.3,0.06899999999999906,0.04738143096192854,193.5,0.15772519190743095,0.07142857142857142,0.065,0.037142857142857144,0.16127146729113592
420907112400,943,896,988,11.773,Gaia DR3 5516189019818899072,11.454,0.004,0.988,1.114,0.872,0.593,0.282,0.608,0.743,0.01,0.453,0.018,10.557,0.024,10.256,0.021,0.5074415363133578,0.623,0.402,0.177,0.172,0.181,0.076,0.074,0.078,EB,EB_EC,EB,RRAB,122.8929,-47.84597,WISE J081134.2-475045,0.30100000000000016,0.03189043743820395,46.0,0.10592548339103701,0.19450549450549448,0.177,0.10114285714285713,0.1100431644020875
412317673929,2439,2345,2573,14.714,Gaia DR3 5533487296963447552,14.337,0.005,1.041,1.153,0.888,1.36,0.651,1.397,1.038,0.018,0.374,0.037,12.82,0.023,12.296,0.021,0.4779409984313491,0.571,0.351,0.406,0.398,0.417,0.174,0.171,0.179,EW,EB_ESD,EW,RRC,122.91127,-41.5899,ASASSN-V J081138.70-413523.6,0.5240000000000009,0.03114482300479487,114.0,0.1014956353771437,0.4461538461538462,0.406,0.232,0.1117082091907757
575526631979,1905,1791,2022,12.676,Gaia DR3 5696874892345682176,12.596,0.004,1.197,1.331,1.067,0.0,0.0,0.0,0.551,0.012,0.551,0.012,11.844,0.026,11.569,0.024,0.4445250999418082,0.579,0.315,0.0,0.0,0.0,0.0,0.0,0.0,EW,EB_EC,EW,DCEP-FO|RRAB|EC|ESD,125.42804,-23.13967,ASAS J082143-2308.4,0.2749999999999986,0.03538361202590826,115.5,0.13165620120689128,0.0,0.0,0.0,0.1341989393260224
584116631721,2946,2818,3068,14.123,Gaia DR3 5321058970417361536,14.32,0.005,1.388,1.484,1.3,0.586,0.286,0.586,0.67,0.018,0.384,0.018,13.366,0.026,13.018,0.037,0.8448362874669406,0.941,0.757,0.175,0.175,0.175,0.075,0.075,0.075,EW,NonVar,EW,RRC,128.04865,-53.54236,ASASSN-V J083211.68-533232.5,0.347999999999999,0.04522167621838005,125.0,0.09213647358775708,0.1923076923076923,0.175,0.09999999999999999,0.09732101399588608
532576972141,2695,2604,2797,14.56,Gaia DR3 5629711057063657984,14.111,0.004,1.488,1.563,1.408,0.47,0.23,0.47,0.967,0.015,0.737,0.015,12.771,0.026,12.356,0.026,0.47820615238621456,0.553,0.398,0.14,0.14,0.14,0.06,0.06,0.06,EW,EB_EC,EW,RRAB,140.9779,-34.53916,WISE J092354.6-343220,0.4150000000000009,0.03676955262170047,96.5,0.07775402134260444,0.15384615384615385,0.14,0.08,0.0831726387398295
455267641946,2095,2022,2146,11.768,Gaia DR3 5313264498138891008,13.671,0.005,1.143,1.251,1.069,0.922,0.435,0.944,1.24,0.016,0.789,0.031,11.996,0.03,11.507,0.026,0.11507986348842925,0.201,0.056,0.275,0.266,0.282,0.118,0.114,0.121,EW,NonVar,EW,RRAB,141.17227,-51.86413,WISE J092441.3-515150,0.48900000000000077,0.039698866482558416,62.0,0.06426314529355992,0.30219780219780223,0.275,0.15714285714285717,0.07606577313760239
566936206544,2720,2613,2827,13.743,Gaia DR3 5250104598858862336,13.624,0.003,0.959,1.046,0.875,0.492,0.241,0.492,0.559,0.008,0.318,0.008,12.86,0.024,12.573,0.026,0.5401554798290056,0.627,0.456,0.147,0.147,0.147,0.063,0.063,0.063,EW,EB_ED,EW,RRC,142.70534,-64.33916,ASASSN-V J093049.28-642021.0,0.28699999999999903,0.03538361202590826,107.0,0.08542189258023518,0.16153846153846152,0.147,0.08399999999999999,0.08993881104389383
395137606177,2502,2417,2581,13.932,Gaia DR3 5418231707830599552,13.548,0.003,1.377,1.452,1.309,0.18,0.088,0.18,1.047,0.01,0.959,0.01,12.096,0.029,11.505,0.026,0.05056347321299475,0.126,-0.017,0.054,0.054,0.054,0.023,0.023,0.023,EW,EB_EC,EW,RRC,148.73435,-43.03283,ASASSN-V J095456.24-430158.2,0.5909999999999993,0.03894868418830089,82.0,0.07116736114321871,0.05934065934065934,0.054,0.030857142857142857,0.07703864804167657
661427551468,3030,2910,3173,13.716,Gaia DR3 5244070135446433152,14.173,0.004,1.176,1.265,1.076,0.59,0.288,0.59,0.998,0.015,0.71,0.015,12.968,0.023,12.533,0.026,0.3847868574884769,0.473,0.285,0.176,0.176,0.176,0.075,0.075,0.075,EW,EB_EC,EW,RRAB,149.61336,-67.92534,WISE J095827.2-675531,0.4350000000000005,0.03471310991541956,131.5,0.09424046925788383,0.19340659340659339,0.176,0.10057142857142856,0.09859019244299175
463856556096,3132,2997,3291,14.001,Gaia DR3 5242332941432688000,13.917,0.005,1.045,1.141,0.937,0.393,0.192,0.393,0.468,0.021,0.276,0.021,13.26,0.024,13.055,0.033,0.6638912330704718,0.76,0.556,0.117,0.117,0.117,0.05,0.05,0.05,EW,EB_EC,EW,RRC,151.35789,-71.53853,WISE J100525.8-713218,0.20500000000000007,0.040804411526206334,147.0,0.10191776634702747,0.1285714285714286,0.11700000000000002,0.06685714285714286,0.10535711222868291
635655603412,441,430,450,9.655,Gaia DR3 5259830741272039424,9.413,0.003,0.654,0.722,0.599,0.537,0.256,0.548,0.368,0.009,0.105,0.015,8.81,0.019,8.669,0.021,0.427807052660807,0.487,0.38,0.16,0.156,0.164,0.069,0.067,0.07,EW,LPV_Mira_AGB_C,EW,EC|RRC|ESD,152.28408,-55.91817,ASAS J100908-5555.1,0.14100000000000001,0.02831960451701259,10.0,0.04923973717723943,0.1758241758241758,0.16,0.09142857142857143,0.05515026488860788
661428954473,1056,1040,1075,11.58,Gaia DR3 1065888497775052416,11.355,0.006,1.189,1.222,1.15,0.048,0.024,0.048,0.797,0.021,0.773,0.021,10.338,0.022,9.966,0.016,0.20568040901103157,0.239,0.167,0.014,0.014,0.014,0.006,0.006,0.006,EB,EB_ESD,EB,RR,155.95648,66.5076,NSVS 2571485,0.3719999999999999,0.027202941017470887,17.5,0.03598557496830921,0.015384615384615384,0.014,0.008,0.04220096688228603
644245787423,1313,1260,1374,12.844,Gaia DR3 5238602642095348480,12.614,0.005,1.197,1.307,1.073,0.826,0.394,0.851,0.735,0.018,0.331,0.028,11.664,0.024,11.271,0.023,0.8256763695526049,0.922,0.72,0.247,0.24,0.254,0.106,0.103,0.109,EW,EB_EC,EW,EC|RRC|ESD,164.02942,-66.72072,ASAS J105607-6643.2,0.3929999999999989,0.03324154027718933,57.0,0.094268033010226,0.2714285714285714,0.247,0.14114285714285713,0.10036210463923652
412317445292,3479,3252,3701,14.776,Gaia DR3 5361605179678049280,14.559,0.004,1.36,1.506,1.225,0.492,0.241,0.492,0.704,0.013,0.463,0.013,13.553,0.024,13.224,0.035,0.6987278562620551,0.845,0.564,0.147,0.147,0.147,0.063,0.063,0.063,EW,EB_EC,EW,RRAB,165.76116,-50.17223,WISE J110302.6-501020,0.3290000000000006,0.04243819034784589,224.5,0.14012519572762291,0.16153846153846152,0.147,0.08399999999999999,0.1429236176344016
652835031988,1820,1769,1874,12.448,Gaia DR3 5343394273524605568,12.243,0.005,0.122,0.188,0.053,0.821,0.399,0.826,0.712,0.018,0.311,0.019,11.124,0.022,10.788,0.023,-0.4213569399253715,-0.359,-0.486,0.245,0.244,0.246,0.105,0.104,0.106,EB,EB_EC,EB,RRAB,173.86558,-55.49122,WISE J113527.7-552928,0.3360000000000003,0.0318276609256791,52.5,0.0626386271975844,0.2692307692307692,0.245,0.13999999999999999,0.07076614739547406
661425066121,1685,1639,1735,11.198,Gaia DR3 5341630042725601792,11.28,0.005,-0.371,-0.297,-0.449,0.518,0.246,0.533,0.322,0.017,0.069,0.023,10.752,0.03,10.682,0.027,-0.5359995260367867,-0.471,-0.603,0.155,0.15,0.159,0.066,0.064,0.068,EB,EB_ED,EB,EC|RRAB|DCEP-FO|ESD,176.717,-59.04767,ASAS J114652-5902.9,0.07000000000000028,0.04036087214122113,48.0,0.06185796774883111,0.17032967032967034,0.155,0.08857142857142858,0.07047452145290119
558346305862,4159,3808,4622,15.28,Gaia DR3 5235490199557556992,15.124,0.007,1.513,1.705,1.284,0.516,0.252,0.516,0.953,0.028,0.701,0.028,13.848,0.033,13.451,0.045,0.5990553981753325,0.791,0.37,0.154,0.154,0.154,0.066,0.066,0.066,EW,EB_EC,EW,RRAB,179.15398,-68.69461,WISE J115636.9-684140,0.39700000000000024,0.055803225713214825,407.0,0.2125004257449188,0.1692307692307692,0.154,0.088,0.21559821646240898
592706027462,1026,978,1079,11.606,Gaia DR3 6073481543550222080,11.49,0.003,0.189,0.312,0.067,1.245,0.599,1.258,0.48,0.007,-0.129,0.017,10.769,0.024,10.573,0.021,0.3412631961210123,0.451,0.229,0.372,0.366,0.375,0.159,0.157,0.161,EW,CEPH_1O,EW,RRC,188.08465,-55.78032,ASASSN-V J123220.32-554649.1,0.19599999999999973,0.03189043743820395,50.5,0.10688046460094645,0.4087912087912088,0.372,0.21257142857142858,0.11568609991400941
618475886268,835,818,853,11.767,Gaia DR3 5855457012068029696,11.51,0.004,1.563,1.612,1.511,0.339,0.163,0.344,0.697,0.016,0.531,0.017,10.506,0.023,10.264,0.021,0.79656762258199,0.842,0.748,0.101,0.1,0.103,0.043,0.043,0.044,EW,EB_EC,EW,RRC|EC|ESD,190.26663,-69.62458,ASAS J124104-6937.4,0.24200000000000088,0.03114482300479487,17.5,0.04550990079824494,0.110989010989011,0.101,0.05771428571428572,0.05198231497986691
644245894612,2610,2468,2726,14.438,Gaia DR3 5857395725966302592,14.1,0.006,1.058,1.186,0.959,0.959,0.465,0.963,1.01,0.024,0.541,0.025,12.707,0.024,12.27,0.029,0.33779746330859833,0.461,0.241,0.286,0.284,0.288,0.123,0.122,0.123,EB,EB_EC,EB,RRAB,196.51622,-67.31901,WISE J130603.8-671908,0.43700000000000117,0.037643060449437424,129.0,0.10732564782666566,0.3142857142857142,0.286,0.1634285714285714,0.11363430239770676
592705875006,2047,1927,2144,14.344,Gaia DR3 5844385582812841088,13.867,0.003,1.426,1.563,1.322,0.885,0.43,0.889,1.022,0.009,0.589,0.01,12.489,0.025,12.135,0.028,0.669410786687471,0.802,0.568,0.264,0.263,0.265,0.113,0.113,0.114,EW,EB_ESD,EW,RRC,201.62372,-68.99778,ASASSN-V J132629.69-685952.0,0.354000000000001,0.03753664875824692,108.5,0.11509758496947439,0.29010989010989013,0.264,0.15085714285714288,0.12070382788381394
506807248296,1963,1907,2024,11.587,Gaia DR3 5863706922725731200,11.601,0.004,-1.061,-0.978,-1.149,1.197,0.575,1.219,0.244,0.011,-0.341,0.024,11.238,0.03,11.174,0.044,-0.5836014980000328,-0.515,-0.657,0.357,0.351,0.364,0.153,0.151,0.156,EW,EB_ESD,EW,RRC,202.65377,-66.09739,ASASSN-V J133036.91-660550.6,0.06400000000000006,0.05325410782277739,58.5,0.06471275392598122,0.3923076923076923,0.357,0.20400000000000001,0.07976359144800714
231928361506,1509,1462,1553,12.267,Gaia DR3 5789779501724358784,12.169,0.004,0.756,0.827,0.69,0.52,0.253,0.523,0.479,0.013,0.225,0.013,11.568,0.026,11.357,0.027,0.51955380112205,0.589,0.456,0.155,0.154,0.156,0.067,0.066,0.067,EW,CEPH_1O,EW,EC|RRC|ESD,203.45575,-76.40494,ASAS J133349-7624.3,0.2110000000000003,0.03748332962798263,45.5,0.06547514554870097,0.17032967032967034,0.155,0.08857142857142858,0.07213351984080339
558345904959,850,813,880,12.012,Gaia DR3 5840830037072775424,11.806,0.004,1.431,1.544,1.343,0.728,0.348,0.741,0.96,0.013,0.604,0.019,10.456,0.025,10.1,0.022,0.5919053714285353,0.693,0.513,0.217,0.213,0.221,0.093,0.091,0.095,EW,EB_ESD,EW,RRAB,205.83387,-70.81686,ASAS J134319-7049.0,0.35599999999999987,0.03330165161069343,33.5,0.0855815596691702,0.23846153846153845,0.217,0.124,0.09176106666450505
609886068136,2249,2181,2325,13.079,Gaia DR3 5871712260708813824,13.063,0.007,0.657,0.743,0.563,0.646,0.306,0.668,0.57,0.023,0.254,0.03,12.358,0.022,12.161,0.025,0.4050527228218406,0.478,0.327,0.193,0.187,0.199,0.083,0.08,0.085,EW,EB_EC,EW,EC|RRC,207.38833,-57.97503,ASAS J134933-5758.6,0.19700000000000095,0.03330165161069343,72.0,0.06951801399963123,0.21208791208791208,0.193,0.11028571428571429,0.075427079158966
