ASASSN_id,distance,distance_low,distance_high,g_mag,Gaia_name,G_mag,G_mag_err,abs_mag_G,abs_mag_G_low,abs_mag_G_high,ext_correct_G,ext_correct_G_low,ext_correct_G_high,BP_RP,BP_RP_err,BP_RP_0,BP_RP_0_err,J_mag,J_mag_err,K_mag,K_mag_err,abs_mag_J,abs_mag_J_low,abs_mag_J_high,ext_correct_J,ext_correct_J_low,ext_correct_J_high,ext_correct_K,ext_correct_K_low,ext_correct_K_high,FinalType,ML_classifier_type,visual_classification_type,VSX_type,VSX_RA,VSX_Dec,VSX_name,J-K,J-K_err,sigma_distance,sigma_dist_term,E(B-V),A_J,E(J-K),abs_mag_J_err,above_line
661428832842,3219,2907,3524,15.316,Gaia DR3 316819366396986880,15.243,0.003,2.534,2.756,2.338,0.17,0.083,0.17,0.374,0.008,0.291,0.008,14.674,0.038,14.561,0.081,2.0843951165719314,2.306,1.888,0.051,0.051,0.051,0.022,0.022,0.022,RRC,NonVar,RRC,RRC,20.92446,33.0875,CSS_J012341.9+330514,0.11299999999999955,0.08947066558375433,308.5,0.2081078714929375,0.05604395604395604,0.051,0.02914285714285714,0.2116102459176327,False
317828606683,703,697,710,11.553,Gaia DR3 573712183689402240,11.331,0.005,1.805,1.824,1.784,0.291,0.142,0.291,0.609,0.018,0.467,0.018,10.476,0.023,10.278,0.023,1.1542233749008817,1.173,1.133,0.087,0.087,0.087,0.037,0.037,0.037,RRC,RRL_c,RRC,RRC,21.129,85.01867,V0795 Cep,0.1980000000000004,0.03252691193458118,6.5,0.020077625408045068,0.0956043956043956,0.087,0.04971428571428571,0.03174588228457002,False
8590270979,2571,2406,2784,15.162,Gaia DR3 412109572413609984,15.223,0.005,2.087,2.251,1.886,1.085,0.521,1.114,1.168,0.02,0.638,0.03,13.625,0.029,13.177,0.036,1.2504896167856978,1.401,1.069,0.324,0.318,0.333,0.139,0.136,0.143,RRC,RRL_c,RRC,RRC,22.173,54.96032,WISE J012841.5+545737,0.4480000000000004,0.04622769732530488,189.0,0.15962982707062345,0.35604395604395606,0.324,0.18514285714285716,0.16544618971314254,False
188978753552,566,558,575,11.671,Gaia DR3 2564913654097499008,11.562,0.005,2.774,2.805,2.74,0.024,0.012,0.024,0.473,0.017,0.461,0.017,11.0,0.026,10.8,0.024,2.228917844058642,2.26,2.195,0.007,0.007,0.007,0.003,0.003,0.003,RRC,EB_EC,RRC,EC|RRC,22.46321,5.61225,ASAS J012951+0536.7,0.1999999999999993,0.03538361202590826,8.5,0.03261045137966113,0.007692307692307692,0.007,0.004,0.041712486609949806,False
352187689319,430,426,432,10.461,Gaia DR3 2565257869956609536,10.13,0.003,1.818,1.838,1.808,0.145,0.071,0.145,0.406,0.006,0.335,0.006,9.516,0.022,9.349,0.019,1.3056577221020664,1.326,1.296,0.043,0.043,0.043,0.019,0.019,0.019,RRC,NonVar,RRC,RRC|EC|ESD,22.83446,6.33333,ASAS J013120+0620.0,0.16699999999999982,0.029068883707497266,3.0,0.015149807508252967,0.047252747252747244,0.043,0.024571428571428567,0.027055621736288338,False
60129845092,2809,2588,3028,15.866,Gaia DR3 521842619571884032,15.318,0.007,1.912,2.09,1.743,1.163,0.568,1.169,1.168,0.025,0.6,0.025,13.702,0.029,13.333,0.04,1.1122413039921102,1.29,0.947,0.347,0.347,0.349,0.149,0.149,0.15,RRC,EB_EC,RRC,RRC,27.27706,70.52662,WISE J014906.4+703135,0.3689999999999998,0.0494064773081425,220.0,0.17006903883715804,0.3813186813186813,0.347,0.1982857142857143,0.17597888501463685,False
498217200307,3550,3213,4006,14.828,Gaia DR3 2466157168958283264,14.617,0.012,1.866,2.082,1.603,0.0,0.0,0.0,0.659,0.055,0.659,0.055,13.857,0.028,13.504,0.05,1.1058582347245292,1.322,0.843,0.0,0.0,0.0,0.0,0.0,0.0,RRAB,RRL_ab,RRAB,RRAB,28.25407,-8.07281,GG Cet,0.35299999999999976,0.05730619512757761,396.5,0.2425320592600554,0.0,0.0,0.0,0.24414299041529539,False
420906885872,5561,4942,6314,15.749,Gaia DR3 4954689017290172160,15.463,0.013,1.699,1.955,1.423,0.038,0.019,0.038,0.559,0.055,0.54,0.055,14.952,0.049,14.671,0.092,1.2152355246154987,1.471,0.939,0.011,0.011,0.011,0.005,0.005,0.005,RRAB,RRL_ab,RRAB,RRAB,28.94333,-45.26617,SSS_J015546.4-451558,0.2810000000000006,0.10423531071570709,686.0,0.2678708996454151,0.012087912087912087,0.011,0.006285714285714285,0.27231788203649804,False
395138134263,2089,1989,2176,13.979,Gaia DR3 2511611941723077248,13.87,0.005,2.27,2.377,2.182,0.0,0.0,0.0,0.427,0.017,0.427,0.017,13.237,0.029,13.036,0.03,1.6373078000984567,1.744,1.549,0.0,0.0,0.0,0.0,0.0,0.0,RRC,CEPH_1O,RRC,RRC,28.98071,2.04564,CSS_J015555.3+020244,0.2010000000000005,0.04172529209005013,93.5,0.09719132134503121,0.0,0.0,0.0,0.10142560300433574,False
661428939920,3375,3127,3575,13.776,Gaia DR3 505509271271334400,14.81,0.005,1.318,1.486,1.172,0.851,0.414,0.872,0.77,0.016,0.354,0.02,13.718,0.024,13.451,0.03,0.8226311141647833,0.989,0.692,0.254,0.253,0.26,0.109,0.108,0.112,RRAB,RRL_ab,,RRC,30.43537,58.54919,PS1-3PI J020144.48+583257.0,0.26699999999999946,0.03841874542459709,224.0,0.14412142806863465,0.27912087912087913,0.254,0.14514285714285716,0.1482974916461591,False
352187928256,1414,1373,1472,13.743,Gaia DR3 72425797289881344,13.497,0.005,2.406,2.47,2.318,0.339,0.166,0.339,0.678,0.016,0.512,0.016,12.63,0.023,12.408,0.026,1.7767529526955963,1.841,1.689,0.101,0.101,0.101,0.043,0.043,0.043,RRC,RRL_e,RRC,RRC,32.91496,10.88758,CSS_J021139.5+105315,0.2220000000000013,0.03471310991541956,49.5,0.07601689128080255,0.110989010989011,0.101,0.05771428571428572,0.08005983862085506,False
42949807655,4010,3626,4565,15.09,Gaia DR3 332782076210500992,14.926,0.003,1.837,2.056,1.556,0.073,0.036,0.073,0.461,0.009,0.425,0.009,14.309,0.032,14.016,0.064,1.2712781368990884,1.49,0.99,0.022,0.022,0.022,0.009,0.009,0.009,RRC,NonVar,RRC,RRC,33.41554,39.37681,CSS_J021339.7+392236,0.29299999999999926,0.07155417527999326,469.5,0.2542409716378762,0.024175824175824173,0.022,0.01257142857142857,0.25625633974473955,False
231928484802,2648,2448,2878,15.481,Gaia DR3 339181268243707520,15.149,0.005,2.961,3.132,2.781,0.073,0.036,0.073,0.696,0.02,0.66,0.02,14.215,0.026,13.98,0.038,2.0784100961616887,2.249,1.898,0.022,0.022,0.022,0.009,0.009,0.009,RRC,RRL_e,RRC,RRC,34.52675,41.23033,CSS_J021806.4+411349,0.23499999999999943,0.04604345773288535,215.0,0.17630912690558748,0.024175824175824173,0.022,0.01257142857142857,0.1782294819332945,False
292058044933,956,938,972,12.21,Gaia DR3 2499866443119168000,12.01,0.004,1.938,1.979,1.902,0.17,0.083,0.17,0.539,0.013,0.456,0.013,11.273,0.024,11.06,0.021,1.3197105386195,1.361,1.284,0.051,0.051,0.051,0.022,0.022,0.022,RRC,RRL_c,RRC,ESD|RRC|EC,35.627,-1.12103,ASAS J022230-0107.3,0.2129999999999992,0.03189043743820395,17.0,0.038614049123197075,0.05604395604395604,0.051,0.02914285714285714,0.04574991573422488,False
42949963569,1321,1299,1346,12.974,Gaia DR3 131024681809313408,12.818,0.009,1.922,1.959,1.882,0.291,0.142,0.291,0.558,0.037,0.416,0.037,11.924,0.022,11.681,0.021,1.2324859119273623,1.269,1.192,0.087,0.087,0.087,0.037,0.037,0.037,RRC,RRL_c,RRC,RRC,35.83905,29.17768,NSVS 6524869,0.24300000000000033,0.0304138126514911,23.5,0.038629524317662436,0.0956043956043956,0.087,0.04971428571428571,0.04529823560591377,False
412317324667,4176,3732,4625,14.746,Gaia DR3 5119643902081203584,14.667,0.009,1.563,1.807,1.341,0.0,0.0,0.0,0.4,0.034,0.4,0.034,14.088,0.029,14.031,0.049,0.9841975500289717,1.228,0.762,0.0,0.0,0.0,0.0,0.0,0.0,RRAB,RRL_c,RRAB,RRC,36.16812,-24.90108,BE For,0.05699999999999861,0.05693856338194704,446.5,0.2321749116017743,0.0,0.0,0.0,0.23397903661929143,False
42950611736,2692,2526,2908,14.569,Gaia DR3 338098421089319296,14.488,0.006,2.265,2.403,2.097,0.073,0.036,0.073,0.49,0.027,0.454,0.027,13.978,0.027,13.804,0.049,1.8056247222403032,1.944,1.638,0.022,0.022,0.022,0.009,0.009,0.009,RRC,RRL_e,RRC,RRC,36.54804,40.23794,CSS_J022611.5+401416,0.1739999999999995,0.05594640292279746,191.0,0.1540680647167925,0.024175824175824173,0.022,0.01257142857142857,0.15643148201553855,False
472447439901,638,628,648,13.635,Gaia DR3 4677154961555456,13.62,0.003,4.378,4.412,4.344,0.218,0.107,0.218,0.815,0.005,0.708,0.005,12.542,0.024,12.189,0.026,3.4528966063941886,3.487,3.419,0.065,0.065,0.065,0.028,0.028,0.028,RRC,RRL_c,RRC,RRC,42.78318,3.4806,ASASSN-V J025107.96+032850.2,0.35299999999999976,0.03538361202590826,10.0,0.03403561770401659,0.07142857142857142,0.065,0.037142857142857144,0.042150602279136744,False
42950673215,3946,3513,4476,15.685,Gaia DR3 433566610546887552,15.289,0.009,2.09,2.343,1.817,0.218,0.107,0.218,0.821,0.036,0.714,0.036,14.127,0.032,13.784,0.043,1.0812145954191403,1.334,0.808,0.065,0.065,0.065,0.028,0.028,0.028,RRAB,RRL_ab,RRAB,RRAB,43.02724,44.27052,PS1-3PI J025206.53+441613.9,0.34299999999999997,0.05360037313302959,481.5,0.26496806010696367,0.07142857142857142,0.065,0.037142857142857144,0.26697251333582545,False
60130375047,1530,1448,1608,14.831,Gaia DR3 142150399453344256,14.594,0.007,3.429,3.548,3.321,0.242,0.118,0.242,0.659,0.028,0.541,0.028,13.758,0.027,13.545,0.033,2.7625428459120043,2.882,2.655,0.072,0.072,0.072,0.031,0.031,0.031,RRC,EB_EC,RRC,RRC,44.17423,36.58463,CSS_J025641.7+363503,0.2129999999999992,0.04263801121065569,80.0,0.11354104102045798,0.07912087912087912,0.072,0.04114285714285714,0.11692907250127883,False
386548060934,2585,2437,2745,14.684,Gaia DR3 555326387102976,14.501,0.004,2.148,2.276,2.017,0.291,0.142,0.291,0.579,0.011,0.437,0.011,13.703,0.027,13.37,0.039,1.5536972628501926,1.682,1.423,0.087,0.087,0.087,0.037,0.037,0.037,RRC,RRL_e,RRC,RRC,44.94704,2.14278,CSS_J025947.2+020834,0.3330000000000002,0.04743416490252569,154.0,0.12936431375841542,0.0956043956043956,0.087,0.04971428571428571,0.13243796915607603,False
592706476621,2431,2350,2510,14.864,Gaia DR3 4671641086116324480,14.722,0.004,2.705,2.779,2.636,0.088,0.043,0.088,0.469,0.013,0.426,0.013,14.166,0.032,13.963,0.062,2.211075205783324,2.285,2.142,0.026,0.026,0.026,0.011,0.011,0.011,RRC,DSCT,RRC,RRC,46.46156,-67.09337,ASASSN-V J030550.77-670536.1,0.20300000000000118,0.06977105417004963,80.0,0.07145939644644209,0.02857142857142857,0.026,0.014857142857142857,0.07834031746482636,False
68720601573,3999,3625,4491,15.092,Gaia DR3 239969791449508864,15.023,0.007,1.795,2.008,1.543,0.218,0.107,0.218,0.766,0.032,0.659,0.032,13.847,0.028,13.516,0.043,0.7722429793323928,0.985,0.52,0.065,0.065,0.065,0.028,0.028,0.028,RRAB,RRL_ab,,RRAB,47.29883,41.40161,PS1-3PI J030911.72+412405.8,0.3309999999999995,0.051312766442669994,433.0,0.23512066849725932,0.07142857142857142,0.065,0.037142857142857144,0.23687122821186646,False
369367927711,4971,4382,5657,15.148,Gaia DR3 5058613516318436736,15.093,0.006,1.611,1.885,1.33,0.0,0.0,0.0,0.429,0.026,0.429,0.026,14.516,0.034,14.343,0.088,1.0337811843050044,1.308,0.753,0.0,0.0,0.0,0.0,0.0,0.0,RRC,RRL_c,RRC,RRC,49.05102,-29.2639,SSS_J031612.2-291550,0.17300000000000004,0.09433981132056604,637.5,0.27847790405685274,0.0,0.0,0.0,0.2805457949210747,False
377957131836,967,952,981,11.903,Gaia DR3 5106139768988672768,11.715,0.005,1.643,1.677,1.612,0.145,0.071,0.145,0.542,0.02,0.471,0.02,11.023,0.022,10.868,0.023,1.0528676295849906,1.087,1.022,0.043,0.043,0.043,0.019,0.019,0.019,RRC,RRL_c,RRC,EC|RRC,50.22033,-17.05708,ASAS J032053-1703.5,0.15499999999999936,0.0318276609256791,14.5,0.03256085826058506,0.047252747252747244,0.043,0.024571428571428567,0.03953099405107226,False
661428947945,1565,1497,1632,16.02,Gaia DR3 463577780430782208,15.311,0.006,3.006,3.103,2.915,1.332,0.651,1.332,1.511,0.025,0.86,0.025,13.312,0.029,12.727,0.024,1.9414282905876639,2.038,1.85,0.398,0.398,0.398,0.171,0.171,0.171,RRC,RRL_e,RRC,RRC:,50.58142,62.3475,V0581 Cam,0.5849999999999991,0.037643060449437424,67.5,0.09365775568201115,0.43736263736263736,0.398,0.22742857142857142,0.10581500460422091,False
592705974333,5215,4654,5790,15.733,Gaia DR3 4723063183363210496,15.505,0.012,1.746,1.993,1.519,0.173,0.085,0.173,0.615,0.042,0.53,0.042,14.634,0.039,14.349,0.07,0.9957284361872527,1.243,0.769,0.052,0.052,0.052,0.022,0.022,0.022,RRAB,RRL_ab,RRAB,RR,51.91967,-59.74569,Y Ret,0.28500000000000014,0.08013114251026252,568.0,0.2365093631074276,0.05714285714285714,0.052,0.029714285714285714,0.23975971062186624,False
523986889284,493,488,499,12.195,Gaia DR3 3244034256602986752,11.921,0.005,3.409,3.431,3.382,0.048,0.024,0.048,0.681,0.019,0.657,0.019,10.981,0.026,10.682,0.022,2.5027654036138496,2.525,2.476,0.014,0.014,0.014,0.006,0.006,0.006,RRC,DSCT,RRC,RRC,54.14183,-7.19322,ASAS J033634-0711.6,0.2989999999999995,0.0340587727318528,5.5,0.024225351424623575,0.015384615384615384,0.014,0.008,0.035564415525163796,False
